6,1,???,宿舍内,这里用学号登录就可以。,,,,,first,,,时间.>=.2月1日8:00,
6,2,主角,宿舍内,,咦？,PC5,
6,3,旁白,,帅气潇洒的女生看了看你，又看了看你旁边的林风。,
6,4,纪远行,宿舍内,你好啊新室友，我是纪远行。,
6,5,主角,宿舍内,,你好！我是(=pn)。,
6,6,林风,宿舍内,课本放到这里就可以，谢谢~,
6,7,弗洛,宿舍内,……次元口袋？,,弗洛7,
6,8,主角,宿舍内,（她在说什么……）,,pc5,
6,9,纪远行,宿舍内,我刚刚去办理了宿舍的校园网，接引学姐顺便告诉了我一些事。,
6,10,纪远行,宿舍内,是关于购物软件和选课系统的，学姐让我顺便给你们也讲解一下。,
0,1,纪远行,宿舍内,在学期内，南桥大学处于封闭状态，学生不能出入。,
0,2,纪远行,宿舍内,为方便学生的校园生活，南桥大学自研了一套购物系统，与学校日常的物流接洽。,
0,3,纪远行,宿舍内,在购物软件上下单，到货后前往快递驿站收取包裹。,
0,4,纪远行,宿舍内,当然，购买物品的话学校各处的超市也是不错的选择。 ,,纪远行5,
0,6,纪远行,宿舍内,作为大学生，选课系统是我们接触大学课程的第一步。,
0,7,纪远行,宿舍内,课程分为必修和选修，具体选课需要参考我们的学生学业情况。,
0,8,纪远行,宿舍内,进入选课系统后，可以一键选择所有本学期必修课程，然后由学生自由选择选修课程。,,纪远行5,
0,9,纪远行,宿舍内,只要学分修满，选什么都无所谓哦。,
6,11,弗洛,宿舍内,好像有敲门声？,
6,12,主角,宿舍内,,（去开门）,
6,13,主角,宿舍内,,你好？,
6,14,神秘学姐,宿舍内,你好哦，学妹们打扰了~,
6,15,神秘学姐,宿舍内,我叫宁芷，负责本届Cache_B新生的引导工作。,
6,16,宁芷,宿舍内,首先，我以指令协会会长的身份欢迎大家入学南桥。,
6,17,主角,宿舍内,（指令协会？那不是入学通知书上那个……）,,PC5,
6,18,宁芷,宿舍内,接下来，我将为大家介绍一下NQU的校园论坛。,
0,1,宁芷,宿舍内,校园论坛由校技术部开发，以供同学们更加便捷地交流互助。,
0,2,宁芷,宿舍内,目前校园论坛分为六个板块。,
0,3,宁芷,宿舍内,[系统更新日志]是学校官方的通告，当然，这些也会在学校官网和学校里的通告板发布。,
0,4,宁芷,宿舍内,[内核茶水间]是同学们交流校园趣事的地方，在这里可以看到NQU有趣的风貌。,
0,5,宁芷,宿舍内,[冗余硬件交易所]是二手闲置交易板块，可以在这里用低价买到二手物品。,
0,6,宁芷,宿舍内,[中断请求互助区]用以打听求助，遇到问题先发一贴，说不定就能够找到解决办法哦。,
0,7,宁芷,宿舍内,[双绞线交友协议]是恋爱交友版块，有不少同学在这里发布或解决情感问题。,
0,8,宁芷,宿舍内,[多线程人才总线]是兼职招聘板块，有些和学校合作的企业也会在这里发布实习招聘。,
0,9,宁芷,宿舍内,当然，在论坛发言也要注意言辞，不当言论会被管理员删除并且警告哦。,
0,11,宁芷,宿舍内,对了，学妹们都下载NQChat了吗？,
0,12,宁芷,宿舍内,这是学校的交流软件，以便同学、师生的课下交流。,
0,13,宁芷,宿舍内,NQChat需要学号登陆，是南桥校内的软件哦。,
0,14,宁芷,宿舍内,不如我们加个好友？,
0,15,宁芷,宿舍内,对指令协会感兴趣或是有什么疑问的话，都可以来问我哦。,
0,16,宁芷,宿舍内,对了，还有这个。,,,,,,,,,,,,,,,,,,,,,,,,,,,,（这里消息提示“宁芷发来一条消息”,,
0,17,宁芷,宿舍内,NQU的地图。,
6,19,神秘学姐,,好了，我就不再打扰你们了。,
6,20,神秘学姐,,希望你们能够享受接下来的校园生活。,
6,21,主角,,（……怎么感觉她总是在看我？）,,PC5,
6,22,旁白,,到傍晚了，要去校园里逛逛吗？,去逛逛。|好累，直接睡觉吧。,,,-1|8,
7,1,,,,,,,,final,Beginner_06
8,1,林风,宿舍内,今天课本的事真是太感谢了。,,林风5,
8,2,主角,宿舍内,,没事没事。,
8,3,主角,宿舍内,,毕竟我们是室友嘛。,	
8,4,林风,宿舍内,以后有什么我能帮忙的地方尽管来找我。,		
8,5,林风,宿舍内,我的指令还是很有用的。,,林风4,,,final,Beginner_06


